,EVF,Etiqueta
4078,ser quejarse de mis decisiones,False
4079,comer ir a la playa,False
4080,hacer recordar a los chavistas,False
4081,ser amar por esas cualidades,False
4082,seguir esperar a mi blanquito,False
4083,estan rebuscar en el baul,False
4084,estar hablar de la conquista,False
4085,poder defender con esta asamblea,False
4086,haber despertar a la bestia,False
4087,haber estar en esa paraiso,False
4088,acosar pitar a los peatones,False
4089,estan juzgar a este genocida,False
4090,ser encontrar a un hombre,False
4091,haber vestir a un pavo,False
4092,estar difamar a los chicos,False
4093,ir llenar de esos subnormales,False
4094,estar jugar con sus pares,False
4095,poder dar a la clase,False
4096,ser aceptar de un dia,False
4097,ir instalar en la cultura,False
4098,estar hablar por las puras,True
4099,querer abusar de la situacion,False
4100,estar volver de esas personas,True
4101,ser admirar por el empresarios,False
4102,haber agarrar a un monton,False
4103,estab reír en la cara,True
4104,estar jugar a un juego,False
4105,tener pasar a los zulianos,False
4106,debio perder en la ida,False
4107,deberia ir a las marchas,False
4108,haber decir en el pasado,False
4109,ser pedir a su dios,False
4110,logrado vencer a estos terroristas,False
4111,dejar entrar a un presidente,True
4112,ser retirar de todo debate,True
4113,habernos dejar con el inepto,False
4114,poder continuar con mi vida,False
4115,estar entrenar a mi perro,False
4116,haber vestir en sus equipos,False
4117,dejar colgar a sus aliados,True
4118,estar desayunar con la situacion,True
4119,haber levantar con el pie,False
4120,estar pilar a la noche,True
4121,estar mantener a esta pila,True
4122,seguir defender a esta pila,True
4123,hemo salir de la casa,False
4124,ver jugar a este equipo,False
4125,ser provocar por una fuerza,False
4126,haber comer del mismo plato,True
4127,ser sufrir por la muerte,False
4128,poder dialogar con esa gente,False
4129,twittear culpar a su publicodel,True
4130,poder esperar de estos lacras,False
4131,ser poner a los borregospueblos,False
4132,haber convertir en el rey,False
4133,intentar calmar a tu hijo,True
4134,ser expulsar de la banda,False
4135,ser ordenar en su habitacion,False
4136,haber estar en esta posicion,False
4137,amenazado dirigir bajo esa condiciones,True
4138,poder llegar a un kiosko,False
4139,estar huir de la lluvia,False
4140,estarse meter a las redes,True
4141,seguir meter a los micropagos,False
4142,querer matar a mis compatriotas,False
4143,ir ir a su casasi,False
4144,hacerle creer a la gente,True
4145,tener agarrado,True
4146,tener infiltrados,False
4147,coma huevo,False
4148,estan chiflados,False
4149,aplicar maduro,False
4150,jugar mejor,False
4151,poner lluvioso,False
4152,poner nerviosos,False
4153,comer pabadas,True
4154,costar caro,False
4155,disfrutar lospolitico,False
4156,desayunar rico,False
4157,aparecer rico,False
4158,che salada,False
4159,sere peesidente,False
4160,cerro enormes,False
4161,aplicar enormes,False
4162,gustar acoso,False
4163,ser victima,True
4164,jajajajajaja bueno,False
4165,querer distraidos,False
4166,hacer inexistente,False
4167,pena ponte,False
4168,estan cerrados,False
4169,pedir nuevos,False
4170,hacer famosa,True
4171,aqui bueno,False
4172,volver nobles,False
4173,inventar vaina,False
4174,ser ignorante,False
4175,cuaaaaaa preocupante,False
4176,seguir asi,False
4177,sentir culpables,False
4178,sentir comodo,False
4179,llegar solas,True
4180,querer jalarle,False
4181,estan apoyados,False
4182,ver atados,False
4183,ver forzada,False
4184,necesitar nuevos,False
4185,andar pendiente,False
4186,venir ningun,False
4187,recibir verdes,False
4188,andar relajado,False
4189,caer feo,False
4190,perdio sl,False
4191,ir pendiente,False
4192,jaja capaz,False
4193,morir tranquilo,False
4194,montar tremendo,False
4195,sentir raro,False
4196,mirar caro,False
4197,lis rusos,False
4198,regresar solo,False
4199,arrecho despues,False
4200,jugar leales,True
4201,hablar claro,False
4202,estabamos juntos,False
4203,estan conscientes,False
4204,dormir tranquilo,False
4205,comer buena,True
4206,sentir humillado,False
4207,dar tremendo,False
4208,estan juntos,False
4209,decir anti,True
4210,sentir debil,False
4211,creer intocable,False
4212,ser loca,True
4213,madurez primera,False
4214,seran deportados,False
4215,nota importante,False
4216,jamar pobre,False
4217,agarrar fuerte,False
4218,creer pendejos,False
4219,creia necesario,False
4220,durar sentados,False
4221,quedar grande,False
4222,dejar sinverguenza,False
4223,seguir dejandolo,False
4224,caer solo,False
4225,dejar triste,False
4226,sentir ofendidos,False
4227,creer intocables,False
4228,decir imbecil,False
4229,caer preñada,True
4230,tener mala,True
4231,saltar alocado,True
4232,acabar sabado,False
4233,barrer interesante,False
4234,contigo anciano,False
4235,tenian planeado,False
4236,seguir firmes,False
4237,estan perdidas,False
4238,pisar rayados,False
4239,querer lloronas,False
4240,hacer loco,False
4241,disfrute halloween,False
4242,coma pavo,True
4243,sentir orgullosos,False
4244,hacer andas,True
4245,come pavo,True
4246,gustar asi,False
4247,ir mejor,False
4248,arreglar seria,False
4249,haz cositas,False
4250,sintio ofendida,False
4251,tener frio,False
4252,declarar enamoradas,False
4253,ponia triste,False
4254,comer mierda,True
4255,ser sola,True
4256,parecia lindo,False
4257,ido bueno,False
4258,llamar buena,True
4259,tener claro,True
4260,comentar pendejada,False
4261,colgar milagrosos,False
4262,tar cansados,False
4263,carga master,False
4264,hacer verga,False
4265,buscar mejores,False
4266,entender perfecto,False
4267,ceder reclamo,False
4268,decir curda,False
4269,jajaja feliz,False
4270,llorar cansado,False
4271,caminar loco,False
4272,jugar zarpado,True
4273,an dado,False
4274,ver locos,False
4275,dejar bueno,False
4276,desayunar tranquila,False
4277,roto tremendo,False
4278,andar perezosa,False
4279,terminar sola,False
4280,jajaa pobre,False
4281,poner boludeses,False
4282,trabajar increíble,False
4283,quedar solo,False
4284,tenia sabado,False
4285,salir igual,False
4286,ir campeon,False
4287,bailar mejor,False
4288,estar hecho,True
4289,estara hecho,True
4290,estaria hecho,True
4291,sera culminada,False
4292,haran eternos,False
4293,entretenerme despues,False
4294,estar solo,False
4295,jugando sucio,True
4296,juegues sucio,False
4297,jugado sucio,True
4298,seguiran libres,False
4299,jugo sucio,True
4300,hacer dicho,False
4301,echar lavativa,True
4302,limpiar vuestras,False
4303,vuelto normal,True
4304,quedar despierto,False
4305,oír porqueria,False
4306,huir despavorida,False
4307,estan fuertes,False
4308,tenia novia,False
4309,dejar asi,True
4310,tener metido,False
4311,caer llovizna,True
4312,estan hechas,False
4313,am bueno,False
4314,llevar ratico,True
4315,jugar bonito,False
4316,ganar nuevo,False
4317,hacer felices,False
4318,dias anteriores,False
4319,sentarse duro,False
4320,esperar sentados,False
4321,decir mejor,False
4322,ver tranquila,False
4323,escuchar fuerte,False
4324,ameritar solo,False
4325,llegar doble,False
4326,preferir ponerme,False
4327,hacer bueno,False
4328,dar igual,True
4329,ocurrio marcarme,False
4330,enchinchando feliz,False
4331,llegar emputada,True
4332,hablar decente,False
4333,preguntar seria,True
4334,provocar mentarles,False
4335,hacer mentarles,True
4336,seguir vivo,False
4337,hacer politica,True
4338,ganar parado,True
4339,pedian presidenciales,False
4340,dar vuelto,True
4341,pasar preferible,False
4342,tener engañado,True
4343,tener acabada,False
4344,hablar bonito,False
4345,tener entendido,False
4346,estan desquiciadas,False
4347,saber autocritica,False
4348,tener ordenado,False
4349,educado patetico,False
4350,protagonizar tenso,False
4351,contar solo,False
4352,pensar cuanta,True
4353,pasar agachado,True
4354,discutir pura,False
4355,pasado agachado,True
4356,estais invitados,False
4357,funcionar asi,False
4358,aparecian embarazadas,False
4359,poner dura,True
4360,tener tontos,False
4361,hablar tercera,False
4362,pensar distinto,False
4363,llorar pauta,False
4364,aburridas desabridas,False
4365,tu ciego,False
4366,creado dudameles,False
4367,dias oscuros,False
4368,maquillar genial,False
4369,querer restarle,False
4370,quedar convertida,False
4371,ir millonarios,False
4372,pilar cansada,False
4373,pilar contento,False
4374,pilar borrachos,False
4375,hacer raro,True
4376,querer recostarme,False
4377,conocer viejas,True
4378,resultar buenos,False
4379,escribir viejo,False
4380,necesitar mas,False
4381,ser afortunados,False
4382,comer rico,True
4383,quedar lamentarse,False
4384,terminar rapido,False
4385,estan preocupados,False
4386,volvera ñoña,False
4387,pagar justos,False
4388,falta efi,False
4389,dejar mantenerlo,False
4390,pase igual,False
4391,ver sonriente,False
4392,llorar borracha,False
4393,declarado inocente,False
4394,caer preso,False
4395,decir ignorantes,False
4396,matar vivo,False
4397,plomo parejo,False
4398,estan avisados,False
4399,extinguir solitos,False
4400,qdaran minimo,False
4401,deberian darle,True
4402,andar armados,False
4403,pensar diferente,False
4404,sentir atrapada,False
4405,quedar sola,False
4406,ahh listo,False
4407,recordar deberia,False
4408,tenia pedido,False
4409,tener podrido,False
4410,estan podridas,False
4411,estara limpio,True
4412,sentir sucia,False
4413,tener felices,False
4414,quedar poquitas,False
4415,sentir renovado,False
4416,estan acostumbrados,False
4417,venia dl,False
4418,vivir engañados,False
4419,pagar junto,False
4420,comentar buenos,False
4421,esten dispuestos,False
4422,dar falsas,True
4423,estan viejos,False
4424,decir patetico,True
4425,dar pura,True
4426,tener montado,False
4427,quedo registrado,False
4428,queres pendeja,False
4429,suponer tranquilo,False
4430,avezar solo,False
4431,paso hermoso,False
4432,estar soltero,False
4433,sera correspondido,False
4434,mover imposible,False
4435,tener dormida,False
4436,trabajar bueno,False
4437,acompañar gobernadora,False
4438,generar graves,False
4439,poder prepararnos,False
4440,hecho posible,False
4441,sentir inferior,False
4442,quedo atrapado,False
4443,vedar bueno,False
4444,volveran peor,False
4445,sonar familiar,False
4446,sepultar metiendonos,False
4447,valorar idiotas,False
4448,quedo envase,False
4449,poner semaforos,False
4450,llegar rapido,False
4451,muera antisocialista,False
4452,peine bueno,False
4453,jugar domino,False
4454,dar tiempo de arreglarme,False
4455,tener idea del recibimiento,False
4456,comer bizcochuelo con manzana,False
4457,comer bizcochuelo con dulce,False
4458,recibir base por bola,True
4459,parar bola al incendiario,True
4460,paren bola por favor,True
4461,resolver pana en serio,False
4462,pelar bola sin comida,False
4463,ver carajos con barbas,False
4464,tener capacidad de pago,True
4465,jalar bolas con razon,True
4466,jalar bolas para vernos,True
4467,jalar bolas por ley,True
4468,jalar bolas al pais,False
4469,exigir sinceridad de varon,False
4470,jalar bolas al clan,False
4471,parar bolas al servicios,True
4472,parar bolas al jefe,True
4473,entrar moscas de haberles,False
4474,tener ganas de hacerme,False
4475,sufrir ricos de cunaguaros,False
4476,comer cable sin servicios,True
4477,tener ley de vida,False
4478,montar cachos de bola,True
4479,llevar cachos al cuadrado,True
4480,tomar agua con ajo,False
4481,permitira ahorro al pais,False
4482,dar cancha al ministro,True
4483,tener cancha de futbol,True
4484,tenia cancha bajo techo,False
4485,tener cancha de madera,True
4486,pelar frente al pueblo,True
4487,dar candela en puerto,True
4488,quema ave de fuego,False
4489,decir signos de fuego,True
4490,creerse dueños de banquetas,False
4491,dar casquillo a judas,True
4492,tener calidad de vida,False
4493,comer cuentos por favor,False
4494,comer chivo a cabra,True
4495,gobernar tecnocratas por oposicion,False
4496,tener cara de bistec,False
4497,envian empresas de afuera,False
4498,hacer cositas de clase,True
4499,hacer daño con plasticos,True
4500,hacer cositas de acelga,False
